Accession Number,Additional Notes,Alternate Term(s),Alternate Title,Artist,Brief Bio,Category,Class,Classification,Collected By,Collection Method,Collector Number,Common Name,Conservation,Creator,Credit Line,Cultural Region,Culture,Culture/Nationality,Date Collected,Date Made,Date Recorded,Definition,Description,Determined By,Diet Info,Division,Edition Number,Elevation,Family,Formation,Gender and Age,Genre/Form,Genus,Geologic Age,Habitat,Identification,Index/Track No.,Inscriptions and Colophons,Instrument,Kingdom,Lead Collector(s),Life History,Location,Materials,Materials Glossary,Materials and Techniques,Measurements,Microhabitat,Name,Nationality,Object Type,Order,Other Collector(s),Performer,Period,Phylum,Place Collected,Place Collected Details,Place Made,Place Recorded,Preparation Type,Preparation(s),Range,Recording Equipment,Scientific Name,Scientific Name Authority,Seasonality,Species,Specimen Name,Subclass,Suborder,Subspecies,Subspecies Authority,Superfamily,Term,Title,Type,Variety,Variety Authority,Website,image_url,url
2004.19.2.45,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour painting that is slightly different, stylistically, from other paintings in the album. It depicts a man in military dress mounted on a horse, which is also protected by armour. The man holds a musket and has multiple swords attached to his uniform. The horse's legs are red at the lower ends. Above the figure are enlarged examples of material culture carried by the man, including two sheathed blades, shields, a musket, and a helmet.",,,,,,,,,,,,,,,,,,,,,ink; paper,horse,,sheet: 27.2 cm x 17.1 cm; image: 22.8 cm x 16.9 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Chinese Costumes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_045_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20056
2005.5.479,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,pale blue silk damask embroidered with silk and metal-wrapped threads and edged with black silk satin,"Damask; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 97 cm x 17 cm,,,,skirt,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Blue Silk Damask Skirt for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_479_re_op_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19701
2005.5.170,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,pink-purple silk damask with off-white silk brocade facings,"Brocade; Damask											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 39.1 cm x 72 cm; neck to hem: 39.1 cm; cuff to cuff: x 72 cm,,,,jacket,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Magenta Silk Jacket for a Child,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_170_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19392
2005.5.354,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,embroidery; gold wrapped silk thread; silk; silk brocade; lacquered wood; plexiglas; paper tape; cardboard; dye; tapestry weave,"Tapestry Weave; Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »
View Materials Glossary Details »",,overall: 110.6 cm x 106.6 cm,,,,cushion cover,,,,Qing 18th-19th centuries,,,,China,,,,,,,,,,,,,,,,,Silk Tapestry Weave Cushion Cover,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_354_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19576
2005.5.87.5,,,,unknown,,costume accessories,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk satin; embroidery; silk floss; cotton; gold wrapped silk thread; linen; plastic; metal; paper,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 23.8 cm x 9.2 cm x 1 cm,,,,purse,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Silk Purse,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_087_005_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-20906
2005.5.156,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,,,,,,,,,,,,,,,,,,,,,,blue silk gauze brocaded with metal-wrapped threads,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,overall: 132.5 cm x 207.5 cm; neck to hem: 132.5 cm; cuff to cuff: x 207.5 cm,,,,robe,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Silk Gauze Dragon Robe for a Man,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_156_op_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19378
CCE1995.1.286-8,,,,,,audio tape: commercial recording,,,,,,,,,Regula Qureshi Collection,,,,,,1984: January 29,,concert,,,,,,,,,Chinese orchestral music,,,,,A:261,,orchestra,,,,,,,,,,,,,,,Edmonton Chinese Orchestra,,,,,,"Edmonton, Alberta:",,,,Technics RS-B107,,,,,,,,,,,,Intro. Continued,,,,,,https://search.museums.ualberta.ca/31-64929
2004.19.73.1,,,,Luo Ping,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1781,,,An album of 10 paintings of various birds and flowers.,,,,,,,,,,,,,,,"Each painting is signed by Liangfeng (or a variation of the artist's signature).  Each painting is impressed with 1artist seal. The album is impressed with 17 collector's seals, and includes seals from: Dai Zhi, Wu…												

													Each painting is signed by Liangfeng (or a variation of the artist's signature).  Each painting is impressed with 1artist seal. The album is impressed with 17 collector's seals, and includes seals from: Dai Zhi, Wu Yun (1811-1883) and Ling Xiongguang.												
Read More +",,,,,,ink on paper,,,overall: 2 cm x 33.3 cm x 32.5 cm; sheet: 32.4 cm x 33.2 cm,,,,album,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album of Flowers and Birds,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_073_001_back_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20549
2005.5.512,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk; silk brocade; silk satin; embroidery,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,,,,,sleeve band,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Two Pairs of Embroidered Cream Silk Sleeve Bands,,,,,,https://search.museums.ualberta.ca/21-19734
2005.5.580.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,"Qing Period (1644-1911), Seventh Rank Civil Official (Mandarin Duck)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Front Panel of a Rank Badge for a Seventh Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_580_001_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20666
2005.5.556,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1862-1874,,,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
These rank badges feature a quail, representing an eighth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird or beast was seen on rank badges. This bird is perched on a rock and gazing at a sun disc in the top left corner. This badge is woven in tapestry, with gold metal-wrapped thread and details rendered in multi-coloured silk floss. Coloured ink was used for colour gradation.",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; ink; linen; silk; silk satin; tapestry weave,,,,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Front and Back Panels of a Rank Badge for an Eighth Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_556_002_re_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19778
2005.5.560.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1851-1861,,,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This rank badge features a wild goose, symbolizing a fourth rank civil official. Perched on a rock amid waves, the goose gazes toward the sun disc in the upper right corner. Ruyi-shaped clouds and bats decorate the sky. The badge is woven in tapestry (kesi), and ink was used for details and colour gradation.",,,,,,,,,,,,,,,,,,,,,linen; silk,,,,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Front Panel of a Rank Badge for a Fourth Rank Civil Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_560_001_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20768
2005.5.280.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk floss; silk twill; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 295 cm x 76.9 cm,,,,yardage,,,,Qing 20th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Red Silk Yardage for a Woman's Informal Robe,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_280_001_ve_g02_s22-02v01.jpg,https://search.museums.ualberta.ca/21-20952
2004.19.11.11,,,,Yuan Jiang,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1719,,,,,,,,,,,,,,,,,,,,,,,,ink and colour on silk,,,,,,,hanging scroll,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,One Scroll from Peach Blossom Spring,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_011_011_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20458
1985.52.5,,,,,,"Clothing, Outerwear",,,,,,,,,Donated by Erika Bottcher,North American,North American,,,,,,fline black twill woven woolen fragments cut from a dress or woman's bodice;  embroidered extensively with cream coloured embroidery silk floss in the Chinese style.,,,,,,,,not applicable,,,,,,,,,,,,,,,"woven, twill; woven, plain rib, warp-faced ?; embroidered, chain, satin; embroidered; wool; silk",,,,,bodice,,,,,,,,"North America: Canada, British Columbia",,,,,,,,,,,,,,,,,embroidered bodice fragment,,,,,,https://search.museums.ualberta.ca/13-6800
2005.5.318,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,yellow silk and metal-wrapped thread tapestry weave with ink details,"Tapestry Weave											
											 
												
												
													
														View Materials Glossary Details »",,overall: 124 cm x 94.6 cm; neck to hem: 124 cm; cuff to cuff: x 94.6 cm,,,,robe,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Yellow Silk Tapestry Weave Imperial Six Symbol Dragon Robe with Missing Sleeves,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_318_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19540
2004.19.38.17,,,,Ren Yi,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"The painting is associated with the poem (2004.19.38.16). The central figure is a man kneeling in a reverent posture. His body is positioned on a circular mat. In the background, the heads of the tree exceed the parapet wall, which has a motif of jumbled semicircles framed by rectangles. Atop a standing shelf sits an incense burner, with smoke rising into the air. The foliage behind the structure shows the season, possibly late autumn, due to the brownish hues.
The inscription on the right writes “Ren Yi, also known as Ren Bonian from Shanyin [山陰仁颐伯年[???],” and the red seal belongs to him.",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Figures,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_017_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20416
CCEA-L1995.75,,,,,,aerophones,,,,,,,,unknown,On Loan from Dr. Regula B. Qureshi,,"Asian, Chinese",,,Unknown,,,This bamboo flute has been carved and decorated with pink and green ink.  It was purchased by Dr. Regula B. Qureshi at a Chinese exhibition in Edmonton.,,,,,,,,,,,,,,,,,,,,,,,carved bamboo with ink,overall: 20 cm x 3 cm x 2 cm,,,,flute,,,,,,,,Asia: China,,,,,,,,,,,,,,,,,Bamboo Flute,,,,,https://media.museums.ualberta.ca/Ethnomus/full/A95-75.jpg,https://search.museums.ualberta.ca/14-62306
2004.19.58.8,,,Luffa,Chen Zhuan,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1722,,,A painting of a luffa,,,,,,,,,,,,,,,Three columns of calligraphy in black ink located to the right of the image with a red square seal.,,,,,,ink; paper,,,sheet: 30.1 cm x 38.4 cm; image: 24.9 cm x 31.2 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,"Album Leaf from Flowers, Fruits, and Fish",,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_058_008_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19933
2005.5.457,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,cotton; silk; silk floss; silk satin; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 42 cm x 40 cm x 9.5 cm,,,,cushion,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Yellow Silk Cushion,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_457_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19679
2005.5.336,,,"Changyi, or informal court unlined robe, for a woman, semi-formal style",unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,A deep blue robe decorated with a pattern of viburnum flowers.,,,,,,,,,,,,,,,,,,,,,blue silk gauze embroidered with silk,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 139 cm x 133 cm; neck to hem: 139 cm; cuff to cuff: x 133 cm,,,,robe,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Gauze Robe for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_336_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19558
2005.5.402.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1736-1795,,,,,,,,,,,,,,,,,,,,,,,,off-white silk satin embroidered with silk,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 253 cm x 302 cm,,,,bed cover,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Cream Silk Bed Cover,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_402_002_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-20966
2004.19.68.2,,,,unknown,,containers,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1767-1774,,,A blue clamshell style storage box.,,,,,,,,,,,,,,,,,,,,,cloth covered support,,,overall: 5.3 cm x 114.8 cm x 66.2 cm,,,,box,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Box for the Conquests of the Emperor Qianlong,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_002_cover_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19911
2005.5.395.3,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1662-1722,,,"Fragment of a skirt hem from a brocade dragon robe. There are two five-clawed dragons above waves, ruyi shapes, and a mountain. All four edges are cut. There is a seam down the middle, which would have adjoined two lengths of fabric to make the robe. Likely from the same robe as 2005.5.395.2",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk brocade,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,overall: 65 cm x 91 cm,,,,fragment,,,,Qing 17th-18th centuries,,,,China,,,,,,,,,,,,,,,,,Fragment of a Silk Brocade Dragon Robe,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_395_003_ve_s22-02v01.jpg,https://search.museums.ualberta.ca/21-20958
2005.5.169.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,"pale blue-green silk satin embroidered with silk and metal-wrapped threads, edged with embroidered yellow silk satin","Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 44.8 cm x 47.7 cm,,,,vest,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Back of Embroidered Blue Silk Vest for a Straits Chinese Child,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_169_002_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20951
2004.19.29.2.2,,,,unknown,,containers,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1566,,,Lid of storage box for handscroll.,,,,,,,,,,,,,,,,,,,,,,,,1.2 x 8.6 x 32.4,,,,"box, lid",,,,Ming 16th century,,,,China,,,,,,,,,,,,,,,,,Lid of Box for Monk Meditating in Woods,,,,,,https://search.museums.ualberta.ca/21-20527
2004.19.38.14,,,,Ren Yi,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is one of thirteen inscriptions in Ren Yi’s Album of Figures, featuring a four-line poem with seven characters per line. The poem was written in cursive script by Taixi (1899–1989) and later attached to Ren Yi’s paintings. The text is associated with the imagery on the album leaf attached beneath it (2004.19.38.15).",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Figures,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_014_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20413
2005.5.295.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk brocade; silk satin; embroidery,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 57.7 cm x 64.5 cm,,,,cushion cover,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Red Silk Cushion Cover,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_295_002_re_s22-02v01.jpg,https://search.museums.ualberta.ca/21-20860
UADBG-B-16812,,,,,,,,,,,24323,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1620 m,,,,,,,"Closed crown coniferous forest, Picea-Abies-Larix dark conifer forest, about 255 years old with 60% canopy light and lots of moss",,,,,,René J. Belland,,,,,,,on shaded moist rock,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, west side of road to Chinese plot 3",,,,,,,Scapania parvidens,Stephani,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179786
2009.2.16.2,,,,"Tani, Hyakunen",,,,,,,,,,,Gift of Masako and Takamori Miyazaki,,,Japanese,,1848,,,"This book is volume 2 of 7 from the Keiten yoshi series that deals with the I Ching (Yijing) or 'Classic of Changes'. This series made classical Chinese texts from a variety of philosophical and religious traditions accessible to readers and included commentaries and explanations in Japanese.

The yoshi in Keiten yoshi means ""abundance of teachers"", suggesting that the role of these books are for readers to be able to teach themselves the Chinese classics.",,,,,,,,,,,,,,,,,,,,Print Study Centre,ink on paper; woodcut,,,overall: 22 cm x 15.3 cm x .5 cm; sheet: 22 cm x 14.2 cm; image: 18.1 cm x 14.2 cm; sight: 22 cm x 29.2 cm,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,Accessible Classics: Classic of Changes section Vol. 2,,,,,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_002_016_002s01v01.jpg,https://search.museums.ualberta.ca/11-22792
2005.5.580.1.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk floss; silk satin; silk twill; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 28.2 cm x 15 cm,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Right Side of the Front Panel of a Rank Badge for a Seventh Rank Civil Official,,,,,,https://search.museums.ualberta.ca/21-20667
2005.5.599.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1851-1861,,,"Qing Period (1644-1911), Sixth Rank Military Official (Panther)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; ink; linen; silk; silk floss; silk satin; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 30.3 cm x 30.6 cm,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Back Panel of a Rank Badge for a Sixth Rank Military Official,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_599_002_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20753
2004.19.29.2.1,,,,unknown,,containers,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1566,,,Base of storage box for handscroll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"box, base",,,,Ming 16th century,,,,China,,,,,,,,,,,,,,,,,Base of Box for Monk Meditating in Woods,,,,,,https://search.museums.ualberta.ca/21-20526
2010.17.86,,,,"Zhang, Zhihe",,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1985,,,"The painting depicts a crowded plaza scene with people performing the traditional Dragon Dance in celebration of a festival. The composition of the painting is dynamic, with the long dragon snaking through the plaza and a multitude of people watching and participating in the festivities. The atmosphere is lively and joyful. The use of colour in the painting is particularly striking, with the bright colours of the dragon and the people's clothing contrasting with the neutral tones of the brown in the background. The intricate details of the dragon's scales, the people's clothing give the painting a sense of liveness, while the stylized forms of the people and the dragon add a touch of naivety to the overall composition.",,,,,,,,,,,,,,,,,,,,,Gouache on mulberry paper,,,overall: 88 cm x 110 cm; image: 77.6 cm x 110 cm,,,,painting,,,,,,,,"China: Shaanxi, Hu Xian",,,,,,,,,,,,,,,,,Celebrating the Festival,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_017_086_s19-12v01.jpg,https://search.museums.ualberta.ca/21-23285
UADBG-B-17267,,,,,,,,,,,24800,,,,,,,,1997-06-09,,,,,Tong Chao,,,,1340 m,,,,,,,"Closed crown coniferous forest, Pinus dominated Picea-Abies-Larix dark conifer forest, about 255 years old with 95% canopy light, about 7% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,on moist humus rock,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; along road up to Mount Changbai summit, Chinese plot 2",,,,,,,Lepidozia reptans,(Linn.) Dumortier,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-178881
2005.5.566.1.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk floss; silk gauze; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 28.9 cm x 15.4 cm,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Left Side of the Front Panel of a Rank Badge for a Fourth Rank Civil Official,,,,,,https://search.museums.ualberta.ca/21-20730
2005.5.183,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,brown silk satin embroidered with silk and metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 145.7 cm x 170 cm; neck to hem: 145.7 cm; cuff to cuff: x 170 cm,,,,robe,,,,Qing 18th-19th centuries,,,,China,,,,,,,,,,,,,,,,,Embroidered Brown Silk Dragon Robe for an Imperial Prince,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_183_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19405
2005.5.534.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk brocade; silk jacquard; silk satin,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 91.5 cm x 56.3 cm,,,,panel,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Embroidered Silk Fragmentary Panel,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_534_001_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20807
UADBG-B-17254,,,,,,,,,,,24786,,,,,,,,1997-06-09,,,,,Tong Chao,,,,1340 m,,,,,,,"Closed crown coniferous forest, Pinus dominated Picea-Abies-Larix dark conifer forest, about 255 years old with 95% canopy light, about 7% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; along road up to Mount Changbai summit, Chinese plot 2",,,,,,,Hypnum hamulosum,Schimp.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-178870
2004.19.73.1.10,,,Narcissi,Luo Ping,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1781,,,A painting of narcissi plants,,,,,,,,,,,,,,,"Chinese calligraphy in black ink on the upper left, with a square red seal below. Three more red square seals on the bottom left and two bottom right.",,,,,,ink on paper,,,sheet: 32.4 cm x 33.2 cm; image: 27.1 cm x 30.3 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Flowers and Birds,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_073_001_010_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20399
