ID,Title,url,images,Type,Period,Materials,Measurements,Artist,Description,Illusion,Credit Line
2005.5.302,Blue Silk Tapestry Weave Imperial Man's Surcoat,https://search.museums.ualberta.ca/21-19524,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_302_ve_s19-12v01.jpg,surcoat,Qing 20th century,dark blue silk with silk and metal-wrapped thread tapestry weave roundels,overall: 126.5 cm x 189.5 cm; neck to hem: 126.5 cm; cuff to cuff: x 189.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.426.2,Wool Carpet Throne Cover for the Seat of a Throne,https://search.museums.ualberta.ca/21-20933,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_426_002_ve_s22-02v01.jpg,throne cover,Qing 19th century,wool; silk noil,overall: 75.5 cm x 75.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.378,Embroidered Cream Silk Hanging,https://search.museums.ualberta.ca/21-19600,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_378_re_s21-03v01.jpg,hanging,Qing 19th century,silk satin; silk organza; ink; silk floss; embroidery,overall: 263.7 cm x 236 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.349,Aqua Brocaded Silk Gauze,https://search.museums.ualberta.ca/21-19571,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_349_g05_s20-02v01.jpg,yardage,Qing 19th century,silk gauze; silk brocade,overall: 871.5 cm x 77.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.84,Embroidered Silk Wedding Skirt and Collar,https://search.museums.ualberta.ca/21-19306,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_349_g05_s20-02v01.jpg,skirt and collar,Qing 19th century,silk satin embroidered with silk,,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.411,Silk and Peacock Feather Parasol Cover,https://search.museums.ualberta.ca/21-19633,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_411_ve_s21-03v01.jpg,parasol cover,Qing 19th century,embroidery; gold wrapped silk thread; silk; silk floss; peacock feathers; pearle cotton thread; copper-wrapped silk thread; rayon; silk jacquard,overall: 136 cm x 155 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.20.1.5.4,"Magnificent Record of the Southern Tours, volume 28, chapters 68-70",https://search.museums.ualberta.ca/21-23706,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_005_004_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 28, Chapter 68-70. Baoshang [Honours and emoluments]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2004.19.9.12,Album Leaf from Album of Landscapes,https://search.museums.ualberta.ca/21-20509,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_012_s21-10v01.jpg,album leaf,Qing 17th-18th centuries,ink and colour on paper,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,Yao Song,,,Gift of Sandy and Cécile Mactaggart
2005.5.244,Three Silk Tapestry Weave Fragments from a Hanging,https://search.museums.ualberta.ca/21-19466,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_012_s21-10v01.jpg,fragment,Qing 17th-18th centuries,gold wrapped silk thread; peacock feathers; silk tapestry weave,,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.68.1.5,Print from the Qianlong Emperor’s Conquests,https://search.museums.ualberta.ca/21-19874,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_005_s21-03v01.jpg,print,Qing 18th century,silk; paper; ink,overall: 63.4 cm x 112.4 cm; image: 52.3 cm x 93 cm,unknown,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.26. It is number 1, chronologically, in the set of 16 copperplate engravings.",,Gift of Sandy and Cécile Mactaggart
2005.5.373,Black Silk Damask Front Opening Robe,https://search.museums.ualberta.ca/21-19595,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_373_ve_s20-02v01.jpg,robe,Qing 19th century,black silk damask embroidered with silk and metal-wrapped threads,overall: 134.5 cm x 130 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.395.6,Fragment of Embroidered Silk,https://search.museums.ualberta.ca/21-20961,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_395_006_ve_s20-02v01.jpg,fragment,Qing 17th-18th centuries,gold wrapped silk thread; silk floss; silk jacquard; embroidery,overall: 33.2 cm x 31.1 cm,unknown,"Fragment of yellow silk with blue, purple, and pink clouds embroidered in satin stitch. Each cloud is outlined with two strands of gold metal-wrapped thread, which is couched in place with silk yarns. The clouds are ruyi-shaped and feature an ombré colour effect. The selvedge is folded over on one side and stitched in place.",,Gift of Sandy and Cécile Mactaggart
2004.19.3.25,Album Leaf from Insects,https://search.museums.ualberta.ca/21-20112,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_025_s21-03v01.jpg,album leaf,Qing 18th-19th centuries,ink; paper,sheet: 35.4 cm x 43.1 cm; image: 21.3 cm x 22.6 cm,unknown,A painting of three butterflies and two black beetles.,,Gift of Sandy and Cécile Mactaggart
2005.5.396,Brocade Silk Hanging,https://search.museums.ualberta.ca/21-19618,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_396_re_m01_s23-01v01.jpg,hanging,Qing 20th century,gold wrapped silk thread; silk brocade; silk satin; cotton,overall: 126 cm x 469 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.87.6,Embroidered Silk Purse,https://search.museums.ualberta.ca/21-20907,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_087_006_ve_s20-02v01.jpg,purse,Qing 19th century,silk satin; embroidery; silk floss; cotton; gold wrapped silk thread; linen; plastic; metal; paper,overall: 24.5 cm x 9 cm x 1 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.564,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official,https://search.museums.ualberta.ca/21-19786,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_564_002_re_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,ink; linen; silk; metallic thread; tapestry weave,,unknown,"Qing Period (1644-1911), Fourth Rank Civil Official (Wild Goose)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2005.5.307,Two Silk Tapestry Weave Panels from a Dragon Robe,https://search.museums.ualberta.ca/21-19529,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_023_d01_s21-10v01.jpg,panel,Qing 19th-20th centuries,silk; silk brocade; silk satin; silk tapestry weave,,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.431,Silk Brocade,https://search.museums.ualberta.ca/21-19653,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_431_g05_s22-02v01.jpg,yardage,Qing 20th century,silk brocade; sateen,overall: 71.5 cm x 1007 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.350.2,Gilt Metal Mirror from a Guard's Uniform,https://search.museums.ualberta.ca/21-20929,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_350_002_ve_s20-02v01.jpg,mirror,Qing 19th century,brass; silk; silver,overall: 15.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.21.8,Embroidered Dark Blue and Cream Fragmentary Panel,https://search.museums.ualberta.ca/21-23814,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_008_ve_s21-03v01.jpg,panel,Qing 18th-19th centuries,Silk tapestry embroidered with metal-wrapped threads and lined with silk,overall: 143 cm x 234 cm,unknown,"Upper dark blue silk ground panel has a five-clawed gold dragon, flanked by two gold dragons, surrounded by eight buddhist symbols, flaming pearls, bats, peaches and etc. The lower panel in cream coloured silk has nine gold dragons, surrounded by the eight treasures.",,Gift of Sandy and Cécile Mactaggart
2004.19.2.17,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-19969,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_017_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,overall: 38.8 cm x 28.1 cm; sheet: 17.2 cm x 28 cm; image: 11.4 cm x 18.5 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf has an ink and watercolour drawing of two female figures. The woman on the left, labelled as “Tartar Woman”, wears a long pink robe under a blue vest and holds a long, skinny pipe. The more ornately-dressed woman on the right, “Lady of Nankin”, wears a green pleated skirt under an orange skirt with long decorated ribbons. The orange skirt may be a part of her purple robe, which has a green collar and wide sleeves with many ribbons decorating the cuff. She also wears a golden crown, earrings and a gold necklace.",,Gift of Sandy and Cécile Mactaggart
2005.5.622,Brown Silk Brocade Yardage,https://search.museums.ualberta.ca/21-19844,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_622_ve_g01_s23-01v01.jpg,yardage,Qing 19th-20th centuries,gold wrapped silk thread; silk brocade; silk satin,overall: 78 cm x 445 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.11.10,One Scroll from Peach Blossom Spring,https://search.museums.ualberta.ca/21-20457,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_011_010_s21-10v01.jpg,hanging scroll,Qing 18th century,ink and colour on silk,,Yuan Jiang,,,Gift of Sandy and Cécile Mactaggart
2004.19.2.35,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-20046,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_035_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,sheet: 17.2 cm x 28 cm; image: 11.4 cm x 18.5 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of an ornate funeral sedan being carried by 16 valets. The valets are all dressed in white, which is a customary funeral attire colour in China.",,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.37,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20245,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_037_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.9 cm; image: 32.8 cm x 30.5 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.36) and it contains seven columns of regular script calligraphy describing the regulations of a court vest (chaogua), the third style, for the empress dowager and empress. The text on this leaf is continued on the attached leaf on the left side.","皇太后 皇后朝褂三 謹按 本朝定制 皇太后 皇后朝褂 色用石青 片金緣  繡文前後立龍各二 中... Translation of the Chinese text: Court vest chaogua, the third style, for the Empress… 

													皇太后 皇后朝褂三 謹按 本朝定制 皇太后 皇后朝褂 色用石青 片金緣  繡文前後立龍各二 中... Translation of the Chinese text: Court vest chaogua, the third style, for the Empress Dowager and Empress/In accordance with the decree of the present dynasty:/The court vest of the Empress Dowager and Empress is in azurite-blue colour and with gold trimming. There are embroidered patterns with two standing-dragon motifs on each of the front and back. The middle... [text continued on left leaf, 2004.19.1.1.36]""
(Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 103; Modified by Isabel Pi-fen Chueh) 
On the reverse of the piece ""(32)"" is handwritten in pencil on the upper right corner. 
Read More +",Gift of Sandy and Cécile Mactaggart
